,Район,Адрес,Площадь,clean_address,latitude,longitude
4348,Калининский,"сквер б/н южнее д. 73 и д. 77, корп. 1, по Суздальскому пр.",2.88,санкт-петербург проспект Суздальскому дом 77  корпус 1,59.9140587,27.4561184
4349,Калининский,"сквер б/н севернее д. 19, корп. 2, по Учительской ул.",0.56,санкт-петербург улица Учительская дом 19  корпус 2,60.0306297,30.3887331
4350,Калининский,"сквер б/н между д. 62, корп. 1,  д. 62, корп. 2, д. 62, корп. 3, по Светлановскому пр. и д. 69 по пр. Просвещения",0.66,санкт-петербург проспект Светлановскому дом 62  корпус 3,60.0390384,30.3858196
4351,Калининский,"сквер б/н между д. 105, д. 107 по Светлановскому пр. и д. 75 по пр. Просвещения",0.35,санкт-петербург проспект Светлановскому дом 107,60.0389787,30.3888506
4352,Калининский,"сквер б/н между д. 111, д. 111, корп. 2, д. 113, корп. 1, и д. 113, корп. 2, по Светлановскому пр.",0.53,санкт-петербург проспект Светлановскому дом 113  корпус 2,60.0420136,30.3935161
4353,Калининский,"сквер б/н между д. 6, корп. 1, д. 4, корп. 1, д. 4, корп. 2, по Тимуровской ул. и д. 25, корп. 1, по ул.Демьяна Бедного",0.74,санкт-петербург улица Тимуровская дом 4  корпус 2,60.0474456,30.3829063
4354,Калининский,"сквер б/н между д. 10, корп. 1, д. 12, корп. 1, и д. 12, корп. 2, по Тимуровской ул.",0.32,санкт-петербург улица Тимуровская дом 12  корпус 2,60.0460886,30.3893834
4355,Калининский,"сквер б/н между д. 5, корп. 1, д. 5, корп. 2 и д. 7, корп. 1, по Учительской ул.",0.49,санкт-петербург улица Учительская дом 7  корпус 1,60.0344006,30.3799333
4356,Калининский,"сквер б/н между д. 1 по ул. Ольги Форш и д. 6, корп. 1, д. 6, корп. 2, д. 8 по Учительской ул.",0.63,санкт-петербург улица Ольги Форш дом 1,60.0362414,30.3780009
4357,Калининский,"сквер б/н между д. 9, корп. 1, и д. 9, корп. 2, по Учительской ул.",0.3,санкт-петербург улица Учительская дом 9  корпус 2,60.0337638,30.3807759
4358,Калининский,"сквер б/н севернее д. 2, корп. 1, по ул. Ушинского",0.7,санкт-петербург улица Ушинского дом 2  корпус 1,60.0290628,30.3929897
4359,Калининский,"сквер б/н между д. 3, д. 7, корп. 2, по ул. Ольги Форш и д. 58, корп. 3, по Светлановскому пр.",0.63,санкт-петербург улица Ольги Форш дом 7  корпус 2,60.0374187,30.3808652
4360,Калининский,"сквер б/н между д. 13 и д. 13, корп. 2, по ул. Ольги Форш",0.24,санкт-петербург улица Ольги Форш дом 13  корпус 2,60.0395176,30.3829062
4361,Красногвардейский,"сквер б/н на Крюковой ул., д. 10",1.05,санкт-петербург улица Крюковая дом 10,59.9140587,27.4561184
4362,Красногвардейский,"сквер б/н на Пискарёвском пр., д. 9",0.29,санкт-петербург проспект Пискарёвский дом 9,59.9636303,30.3998343
4363,Красногвардейский,"сквер б/н на ул. Маршала Тухачевского, д. 7",0.57,санкт-петербург улица Маршала Тухачевского дом 7,59.963775,30.4253628
4364,Красногвардейский,"сквер б/н между д. 80, корп. 1, и д. 82, корп. 2, по пр. Металлистов",0.33,санкт-петербург проспект Металлистов дом 82  корпус 2,59.9649146,30.4051223
4365,Красногвардейский,сквер б/н у д. 33 по ул. Маршала Тухачевского,0.5,санкт-петербург улица Маршала Тухачевского дом 33,59.9722066,30.4142573
4366,Красногвардейский,"сквер б/н между д. 3 по полюстровскому пр. и д. 9, корп. 2, по Пискарёвскому пр.",0.32,санкт-петербургпр  ,59.9140587,27.4561184
4367,Красногвардейский,"сквер б/н между д. 82 по  пр. Металлистов и д. 17, корп. 2, по Пискарёвскому пр.",0.1,санкт-петербург проспект Металлистов дом 82,59.966534,30.4040298
4368,Красногвардейский,"сквер б/н у д. 6, корп. 1 по Апрельской ул.",0.53,санкт-петербург улица Апрельская дом 6  корпус 1,59.96359,30.4053667
4369,Красногвардейский,сквер б/н восточнее д. 10 по Крюковой ул.,0.07,санкт-петербург улица Крюковая дом 10,59.9140587,27.4561184
4370,Красногвардейский,"сквер б/н между д. 53 по Среднеохтинскому пр. и д. 12, корп. 1, д. 12, корп. 6, и д. 12, корп. 8, по шоссе Революции",0.54,санкт-петербург проспект Среднеохтинскому дом 53,59.9140587,27.4561184
4371,Красногвардейский,сквер б/н у д. 18 по шоссе Революции,0.12,санкт-петербург шоссе Революции ,59.9604619,30.43433
